Object ID,Name,Entity type,Name,Minimal Disambiguation,Information,Name (transliteration),Name (Greek font),Name (Latinized),Name in Latin texts,Alternative names,Alternative name for,Alternative name for - Object ID,Possibly the same as,Possibly the same as - Object ID,Possibly same as,Possibly same as - Object ID,Rationalized form of,Rationalized form of - Object ID,Rationalized form,Rationalized form - Object ID,Personification of,Personification of - Object ID,Identified with the author,Identified with the author - Object ID,Wikidata,PALP,Trismegistos,LIMC headword,Digital LIMC,Gender,Part of,Part of - Object ID
8189686,👤 Leucothea (goddess),Agent,Leucothea,(goddess),"goddess, divine identity of Ino",,,,Mater Matuta,,,,,11299811,👤 Leucothea (m. of Pactolos),11299811,,,,,,,,,Q1479084,,,Mater Matuta,TkTbtvkDQc2uFlDKSsVeNwv,Female,,
8189686,👤 Leucothea (goddess),Agent,Leucothea,(goddess),"goddess, divine identity of Ino",,,,Mater Matuta,,,,,11299811,👤 Leucothea (m. of Pactolos),11299811,,,,,,,,,Q1821610,,,Mater Matuta,TkTbtvkDQc2uFlDKSsVeNwv,Female,,
11319401,👤 Lyssa,Agent,Lyssa,,personification of madness,,,,,Lutta,,,,,,,,,,,,,,,Q1084868,,,Lyssa,9rkPOR9IRVynKqIbx5CG_gp,Female,,
11319401,👤 Lyssa,Agent,Lyssa,,personification of madness,,,,,Lytta,,,,,,,,,,,,,,,Q1084868,,,Lyssa,9rkPOR9IRVynKqIbx5CG_gp,Female,,
11319401,👤 Lyssa,Agent,Lyssa,,personification of madness,,,,,Lussa,,,,,,,,,,,,,,,Q1084868,,,Lyssa,9rkPOR9IRVynKqIbx5CG_gp,Female,,
11314869,👤 Leucippos (Achaian),Agent,Leucippos,(Achaian),,,,,,,,,,,,,,,,,,,,,Q1759053,,,Leukippos II,uEtq34b5ToCqwHMDHTn_xA_,Male,,
11304625,👤 Cyrbia,Agent,Cyrbia,,daughter of Ochimos,,,,,Cydippe,,,,,,,,,,,,,,,Q5796486,,,Kydippe I,75FtxasDQCiPFL0gHomVRwU,Female,,
11311671,👤 Crinisus,Agent,Crinisus,,river god in Sicily,,Crimisos,,,Crimisus,,,,,,,,,,,🌍 River Crinisus (Sicily),11311673,,,Q631865,,,Krimisos,csxNJcGrTCiCgUxbKVRIngA,Male,,
8188056,👤 Clytios (giant),Agent,Clytios,(giant),giant,,,,,,,,,,,,,,,,,,,,Q1206054,,https://www.trismegistos.org/name/3671,Klytios II,Ql=meziBTu2_ZkCQFQpwzAp,Male,,
11304263,👤 Iocastos,Agent,Iocastos,,son of Aiolos,,,,,Jocastos,,,,,,,,,,,,,,,Q3801330,,,Iokastos,12M6mJBgT==94OytyjERvw6,Male,,
8188476,👤 Hephaistos,Agent,Hephaistos,,Olympian god,,,,Vulcan,,,,,10267653,👤 Phaistos (Cretan),10267653,,,,,,,,,Q44384,hephaestus,https://www.trismegistos.org/name/21836,,BARTE8uEQTGTUhXbqEQWewd,Male,,
8188476,👤 Hephaistos,Agent,Hephaistos,,Olympian god,,,,Vulcan,,,,,10267653,👤 Phaistos (Cretan),10267653,,,,,,,,,Q44384,hephaestus,https://www.trismegistos.org/name/21836,,d6tg8dkIQqGG9nrfPvrNpgb,Male,,
8188476,👤 Hephaistos,Agent,Hephaistos,,Olympian god,,,,Vulcan,,,,,10267653,👤 Phaistos (Cretan),10267653,,,,,,,,,Q44384,hephaestus,https://www.trismegistos.org/name/21836,,y3KBEYoBSI6ud1vA7IzZeAU,Male,,
11289400,👤 Zagreus,Agent,Zagreus,,"god, often connected to the Underworld",,,,,,,,,,,,,,,,,,,,Q140406,,,Zagreus,qtpc0u1pSpuG_ZtJex0OZwN,Male,,
10126195,👤 Zacynthos (eponym),Agent,Zacynthos,(eponym),"eponym of Zacynthos, son of Dardanos",,,,,,,,,,,,,,,,,,,,Q8065259,,,Zakynthos,j8yA77zbQ1mQMopwBZVyhwl,Male,,
10126217,👤 Thourios,Agent,Thourios,,giant,,,,,,,,,,,,,,,,,,,,Q106522384,,https://www.trismegistos.org/name/48935,,S4FHIXZGSL6TY2NESvZSDgB,Male,,
8188416,👤 Theia,Agent,Theia,,Titan,,,,,,,,,11289004,👤 Euryphaessa,11289004,,,,,,,,,Q184232,,,Theia I,w5cZuGbqQr6WOKwTRi5sPQi,Female,,
9878180,👤 Chaos,Agent,Chaos,,"personification of gaping void, early god",,,,,,,,,,,,,,,,,,,,Q131090,,https://www.trismegistos.org/name/25591,,eH6dzSyRSPmXLR42oVEdgAU,Female,,
8187881,👤 Autolycos (s. of Hermes),Agent,Autolycos,(s. of Hermes),steals the cattle of Eurytos,,,,,,,,,,,,,,,,,,,,Q463107,,https://www.trismegistos.org/name/45219,,Yt359x=VSemLfRCeFJa2GwS,Male,,
11297456,👤 Astarte,Agent,Astarte,,Eastern goddess,,,,,,,,,,,,,,,,,,,,Q130274,,https://www.trismegistos.org/name/14571,,QDspa=buQxexbqmhVzhkbgj,Female,,
11298733,👤 Arachne,Agent,Arachne,,offends Athena,,,,,,,,,,,,,,,,,,,,Q190082,,,,Rw7Xt1gZTwKlJmAVyNhoHwN,Female,,
8189093,👤 Oxylos (Elian),Agent,Oxylos,(Elian),assists Heraclidai,,,,,,,,,,,,,,,,,,,,Q575252,,,,GyEgYZO4R7C2B58Epbs30At,Male,,
8188583,👤 Inachos (river god),Agent,Inachos,(river god),"river god and eponym of river in the Argolid, and in some traditions king of Argos",,,,,,,,,,,,,,,,🌍 River Inachos (Argolid),8253939,,,Q735623,,https://www.trismegistos.org/name/6936,,TB1x3PFBTaOnzviaIpiVrQX,Male,,
8359949,👤 Argos (Panoptes),Agent,Argos,(Panoptes),"Panoptes ('the all-seeing'), guards Io",,,,,,,,,,,,,,,,,,,,Q189821,argos,https://www.trismegistos.org/name/48723,,3VcXGbsqQeWFyKXjUOnZYAX,Male,,
8182066,👤 Aiacos,Agent,Aiacos,,son of Zeus and Aigina,,,,,,,,,,,,,,,,,,,,Q206187,,https://www.trismegistos.org/name/45618,,7U8W_LqxRKuy8kiNaCAu_AE,Male,,
8188433,👤 Glaucos (Lycian),Agent,Glaucos,(Lycian),"son of Hippolochos, leader of the Lycia contingent at Troy",,,,,,,,,,,,,,,,,,,,Q1081453,,https://www.trismegistos.org/name/3346,Glaukos V,DmcQsqsLRoWb0g2C=QIAjAx,Male,,
8188433,👤 Glaucos (Lycian),Agent,Glaucos,(Lycian),"son of Hippolochos, leader of the Lycia contingent at Troy",,,,,,,,,,,,,,,,,,,,Q1081453,,https://www.trismegistos.org/name/3346,Glaukos IV,DmcQsqsLRoWb0g2C=QIAjAx,Male,,
8188249,👤 Ephialtes (Boiotian),Agent,Ephialtes,(Boiotian),one of the Aloadai,,,,,Epialtes,,,,,,,,,,,,,,,Q957340,,https://www.trismegistos.org/name/49169,,Qow629laSrecUwqwiUXN3wB,Male,,
8189088,👤 Otos (Boiotian),Agent,Otos,(Boiotian),one of the Aloadai,,,,,,,,,,,,,,,,,,,,Q18551588,,,,Qow629laSrecUwqwiUXN3wB,Male,,
8188042,👤 Cleopatra (Messenian & Calydonian),Agent,Cleopatra,(Messenian & Calydonian),"wife of Meleagros, daughter of Idas",,,,,,,,,,,,,,,,,,,,Q1774178,,https://www.trismegistos.org/name/3639,Alkyone II,Yw_JcLphScqZSPBFNJxtYg,Female,,
8188042,👤 Cleopatra (Messenian & Calydonian),Agent,Cleopatra,(Messenian & Calydonian),"wife of Meleagros, daughter of Idas",,,,,,,,,,,,,,,,,,,,Q1774178,,https://www.trismegistos.org/name/3639,Alkyone II,v8p9x=WdSHiu=CRkzXuuqwF,Female,,
8188042,👤 Cleopatra (Messenian & Calydonian),Agent,Cleopatra,(Messenian & Calydonian),"wife of Meleagros, daughter of Idas",,,,,,,,,,,,,,,,,,,,Q1774178,,https://www.trismegistos.org/name/3639,Kleopatra II,Yw_JcLphScqZSPBFNJxtYg,Female,,
8188042,👤 Cleopatra (Messenian & Calydonian),Agent,Cleopatra,(Messenian & Calydonian),"wife of Meleagros, daughter of Idas",,,,,,,,,,,,,,,,,,,,Q1774178,,https://www.trismegistos.org/name/3639,Kleopatra II,v8p9x=WdSHiu=CRkzXuuqwF,Female,,
11307744,👤 Thessalos (s. of Haimon),Agent,Thessalos,(s. of Haimon),eponym of the region in some accounts,,,,,,,,,,,,,,,,,,,,Q3523931,,https://www.trismegistos.org/name/5524,,COo23xzyQXCaNTkl6GFBQQw,Male,,
11305571,👤 Polymestor (Thracian),Agent,Polymestor,(Thracian),blinded by Hecabe,,Πολυμήστωρ,,,Polymnestor,,,,,,,,,,,,,,,Q2288153,,https://www.trismegistos.org/name/46247,,6cEEkpHhQwe6VGHNpODWrwW,Male,,
11298115,👤 Haimos (Thracian),Agent,Haimos,(Thracian),eponym of mountain,,,,,,,,,,,,,,,,,,,,Q1967929,,https://www.trismegistos.org/name/1817,,81jlApXrRCOA8HnDZ=DHKQE,Male,,
11295558,👤 Hermaphroditos,Agent,Hermaphroditos,,child of Aphrodite,,,,,,,,,,,,,,,,,,,,Q204146,hermaphrodite,,,7C2KikzuT2aEk4UIFVxKfAi,Undefined,,
11295555,👤 Pitys,Agent,Pitys,,nymph beloved by Pan,,,,,,,,,,,,,,,,,,,,Q3493090,,,,OfBAE3RiTHmJIwDkWLUExAl,Female,,
11294449,👤 Tloos,Agent,Tloos,,son of Tremiles,,,,,,,,,,,,,,,,,,,,Q105805417,,,,4vRfjiL1RT24zzfWwCIDWwG,Male,,
11188239,👤 Pothos,Agent,Pothos,,personification of yearning,,,,,,,,,,,,,,,,,,,,Q1539632,,https://www.trismegistos.org/name/5254,,YO52Yd1FTViC1t1E3ZrpowT,Male,,
10774974,👤 Telete,Agent,Telete,,daughter of Dionysos,,,,,,,,,,,,,,,,,,,,Q3565120,,,,6UgWXyabRfyiufcJOp4fdwt,Female,,
10274391,👤 Atherion,Agent,Atherion,,associated with Patreus and Preugenes at Patrai,,,,,,,,,,,,,,,,,,,,Q12873129,,,,K8Qq2rOuR0CWY2v45AQ3sAB,Male,,
10273499,👤 Creousa (Trojan),Agent,Creousa,(Trojan),"Trojan, wife of Aineias",,,,Creusa,,,,,,,,,,,,,,,,Q375174,,,,W4nDtlnURieZEU=L3ca46wf,Female,,
10270733,👤 Triopas (Cnidian),Agent,Triopas,(Cnidian),"son of Poseidon, founder of Cnidos",,,,,Triops,,,,,,,,,,,,,,,Q2632716,,,,V9nNaPDZQwa=QTvKhWvW8AY,Male,,
10270187,👤 Cnopos,Agent,Cnopos,,son of Codros,,,,,Cleopos,,,,,,,,,,,,,,,Q4224738,,,,JBRRXq8tQYGauRTlToq8Ygx,Male,,
10267670,👤 Caystros (river god),Agent,Caystros,(river god),"river god, personification of river in Asia minor",,,,,Cayster,,,,,,,,,,,🌍 River Caystros (Asia Minor),10441248,,,Q2943528,,,,klQEPbmrTQ=g1GL1uXmrmAk,Male,,
10217948,👤 Sosipolis,Agent,Sosipolis,,native Elean deity,,,,,,,,,,,,,,,,,,,,Q1432941,,https://www.trismegistos.org/name/7972,,C5hG3sYgTz=iPhg9lzQr8g5,Male,,
10217947,👤 Cladeos (river god),Agent,Cladeos,(river god),river god and eponym of river in Elis,,,,,,,,,,,,,,,,🌍 River Cladeos (Elis),10217946,,,Q1744187,,https://www.trismegistos.org/name/6741,Kladeos,T3sSInrBQxiwSiJGjEb0zgc,Male,,
10158859,👥 the Daughters of Proitos,Collective,the Daughters of Proitos,,made mad by a divinity,,,,,Proitides,,,,,,,,,,,,,,,Q11827646,,,,kK=TrgRXQhKuYgUvfDDV1AL,Female,,
10126235,👤 Hippothoon (Attic),Agent,Hippothoon,(Attic),"eponymous hero of Hippothontis, deme of Attica, son of Poseidon and Alope",,,,,Hippothontion,,,,,,,,,,,,,,,Q1304531,,https://www.trismegistos.org/name/44885,Hippothoon,2b8dqgS3RC=wlVkdLC6xsQr,Male,,
10126232,👤 Iodama,Agent,Iodama,,"daughter of Itonos, priestess of Itonian Athena",,,,,,,,,,,,,,,,,,,,Q4202635,,,,zKJirgfUSGOr9fhs1FtrSAc,Female,,
10126224,👤 Iaseus,Agent,Iaseus,,"Phocian, friend of Phocos son of Aiacos",,,,,,,,,,,,,,,,,,,,Q106345251,,,,AVtkbwoWQe2nDTfzmQD8zwy,Male,,
10126213,👤 Thisbe (eponym),Agent,Thisbe,(eponym),"eponym of Boiotian Thisbe, local nymph",,,,,,,,,,,,,,,,,,,,Q105227168,,,,oMNU8GEmTI==lXDLD2xTEQq,Female,,
10126118,👤 Attis,Agent,Attis,,Phrygian attendant of Cybele,,,,,Attes,,,,,,,,,,,,,,,Q262016,attis,https://www.trismegistos.org/name/8878,,vW6fxAygSmik4cguRy5hiwa,Male,,
10113709,👤 Pamisos (river god),Agent,Pamisos,(river god),river god or eponym of river in Messenia,,,,,,,,,,,,,,,,🌍 River Pamisos (Messenia),10113708,,,Q2048662,,,,M3v0vB_2SO6yU6FzBrOUlga,Male,,
10113567,👤 Demos,Agent,Demos,,personification of the people,,,,,,,,,,,,,,,,,,,,Q4157689,,,,SEZOVZKFT3ii7slL5V2hgwk,Undefined,,
10113469,👤 Charon (boatman),Agent,Charon,(boatman),boatman of the underworld,,,,,,,,,,,,,,,,,,,,Q6612,,https://www.trismegistos.org/name/2606,,HVSHu33sR=2rtrlKUiAJzwI,Male,,
10113363,👤 Kairos,Agent,Kairos,,personification of opportunity,,,,,Cairos,,,,,,,,,,,,,,,Q2991388,,https://www.trismegistos.org/name/3486,,d1eDlDU0THSdRRjhhJ3mwAX,Male,,
10113357,👤 Philandros,Agent,Philandros,,son of Apollo and Acacallis,,,,,,,,,,,,,,,,,,,,Q12885691,,,,BWRj4z1bTp=BnS0I8Hrfeg0,Male,,
10113329,👤 Hygieia,Agent,Hygieia,,"personification of Health, daughter of Asclepios",,,,,,,,,,,,,,,,,,,,Q202257,,https://www.trismegistos.org/name/48688,Hygieia,vk14ekfEQqKVbphBqkfc7A9,Female,,
10113325,👤 Trygon,Agent,Trygon,,nurse of Asclepios,,,,,,,,,,,,,,,,,,,,Q105954740,,,,KajIYndJQ1=ejOkXqpFxDgt,Female,,
10113323,👤 Trophonios,Agent,Trophonios,,"of Lebadeia, where there is his oracle, known architect",,,,,,,,,,,,,,,,,,,,Q1166183,,https://www.trismegistos.org/name/30128,,aSoi=c_dQPerdipIHIaVRAj,Male,,
10113273,👤 Sicyon,Agent,Sicyon,,eponym of Sicyon,,,,,,,,,,,,,,,,,,,,Q472774,,,,PH5SPPTKTveWE7PuGcDn=AF,Male,,
10113221,👤 Polyboia (d. of Amyclas),Agent,Polyboia,(d. of Amyclas),sister of Hyacinthos,,,,,,,,,,,,,,,,,,,,Q12142063,,,,Gz9aXX2vR4S6f3yQWW2lYA8,Female,,
10113218,👤 Poimandros,Agent,Poimandros,,founder of Tanagra,,,,,,,,,,,,,,,,,,,,Q4348382,,,,DPnF96CfRgiqoAWwe_v3rAq,Male,,
10108517,👤 Pionis,Agent,Pionis,,"eponym of Pioniai, descendant of Heracles",,,,,,,,,,,,,,,,,,,,Q106874739,,https://www.trismegistos.org/name/48171,,6pmofXS0Q6StKdRWZ1fjUAe,Male,,
10108513,👤 Pelis,Agent,Pelis,,Trojan killed in fall of Troy,,,,,,,,,,,,,,,,,,,,Q91121890,,https://www.trismegistos.org/name/11452,,icx4mIGKRJOeHLkP6ofwAwq,Male,,
10108489,👤 Panthalis,Agent,Panthalis,,attendant of Helen,,,,,,,,,,,,,,,,,,,,Q2049871,,,,Yi8GQKymRnm1mYGOoqXwyQy,Female,,
10108183,👤 Ocnos,Agent,Ocnos,,"punished in the underworld, makes rope only to have it devoured by donkey",,,,,,,,,,,,,,,,,,,,Q1929263,,,,6ww6vIQ5R2CijS09TC9cRgK,Male,,
10108158,👤 Neda,Agent,Neda,,"eponym of the River Neda, nurse of Zeus",,,,,,,,,,,,,,,,,,,,Q1984901,,,,6Q_7_WPCRbqN1E1=L6OWlAi,Female,,
10108156,👤 Narcissos,Agent,Narcissos,,"of Thespiai, fell in love with his own reflection",,,,Narcissus,,,,,,,,,,,,,,,,Q179256,narcissus,https://www.trismegistos.org/name/10698,,HOPqw5zgRbOSfopMBMfrCQ6,Male,,
10108146,👤 Mopsos (Argonaut),Agent,Mopsos,(Argonaut),"son of Ampyx, Argonaut",,,,,,,,,,,,,,,,,,,,Q492938,,https://www.trismegistos.org/name/42885,Mopsos I,NjpV0zVKRMaXWxu0nqQA9QA,Male,,
10108143,👤 Mneme,Agent,Mneme,,one of the Muses,,,,,,,,,,,,,,,,,,,,Q690388,,,,x8EGKJWnSEGckVH6kPOBtAn,Female,,
10108118,👤 Marathon,Agent,Marathon,,"eponym of Marathon, son of Epopeus",,,,,,,,,,,,,,,,,,,,Q1638952,,https://www.trismegistos.org/name/48915,,_q1drwwxRN23dvqN4etvRAD,Male,,
10108101,👤 Linos (musician),Agent,Linos,(musician),"son of Apollo or Amphimaros and Ourania, famous musician",,,,,Oitolinos,,,,,,,,,,,,,,10192007,Q647496,,https://www.trismegistos.org/name/45293,,YmN6MCvmTQa_KD3vLGt6swg,Male,,
10108098,👤 Leos (Athenian II),Agent,Leos,(Athenian II),Attic eponymous hero,,,,,,,,,,,,,,,,,,,,Q4258941,,https://www.trismegistos.org/name/44897,,iUNyiF3XRPOrQyxQLHiP3QA,Male,,
10108088,👤 Lepreus,Agent,Lepreus,,"eponym of Lepreon, son of Pyrgeus",,,,,,,,,,,,,,,,,,,,Q4259170,,,,ZgBz8xBCQPmo8_ljeDtJiAL,Male,,
10108061,👤 Cyrene (eponym),Agent,Cyrene,(eponym),"lover of Apollo, mother of Aristaios, eponym of Cyrene in Libya",,,,,Irasa,,,,,,,,,,,,,,,Q393261,,https://www.trismegistos.org/name/48983,,iPT9cNdURzaJAPbFEEKHQgA,Female,,
10108053,👤 Cyathos,Agent,Cyathos,,"cupbearer of Oineus, killed by Heracles",,,,,,,,,,,,,,,,,,,,Q12879770,,https://www.trismegistos.org/name/10022,,3FBSXoOaQYe4=5bIp2LTxgb,Male,,
10108051,👤 Crotopos,Agent,Crotopos,,"Argive king, father of Psamathe",,,,,,,,,,,,,,,,,,,,Q1132777,,https://www.trismegistos.org/name/46966,,6osHlWMrT0OBVMU8pB6TDwF,Male,,
10093369,👥 the Laistrygonians,Collective,the Laistrygonians,,encountered by Odysseus,,,,,,,,,,,,,,,,,,,,Q743931,,,,3epDFI6RQ2eLAz7lSngofgd,Undefined,,
10093325,👤 Phaleros (Argonaut),Agent,Phaleros,(Argonaut),"eponym of Phaleron, Argonaut from Athens",,,,,,,,,,,,,,,,,,,,Q638008,,https://www.trismegistos.org/name/48826,,_h60R_1BSaeZlVDtojQQcQj,Male,,
10084611,👤 Corcyra,Agent,Corcyra,,"eponym of Corcyra, daughter of Asopos",,,,,,,,,,,,,,,,,,,,Q644692,,,,AhBYW8XdS6ynjXJ=5eGCWAZ,Female,,
10084604,👤 Codros,Agent,Codros,,"Athenian king, son of Melanthos",,,,,,,,,,,,,,,,,,,,Q1052888,,,,IKEAq2HAQ4eCRIdSYV3WFQ5,Male,,
10084583,👤 Cillas (eponym),Agent,Cillas,(eponym),"eponym of Cilla, charioteer of Pelops",,,,,Cillos,,,,,,,,,,,,,,,Q3676709,,,Killas,LNjGtudhR9Geuwq0WBTJ6gu,Male,,
10084581,👤 Ceryx,Agent,Ceryx,,eponym of the Ceryces in Athens/Eleusis,,,,,,,,,,,,,,,,,,,,Q977434,,,,AzvjnNyhQIiZIdna_tYqtg5,Male,,
10084564,👤 Car,Agent,Car,,son of Phoroneus,,,,,,,,,,,,,,,,,,,,Q1728858,,https://www.trismegistos.org/name/36155,,uNQlGnoOTHCmwrCaqRNrOgw,Male,,
10084560,👤 Callipolis,Agent,Callipolis,,son of Alcathoos son of Pelops,,,,,,,,,,,,,,,,,,,,Q3650899,,,,WDOj1p5ITbSNT1vXDzvImQF,Male,,
10081212,👤 Harpina (eponym),Agent,Harpina,(eponym),mother of Oinomaos,,,,,,,,,,,,,,,,,,,,Q3200444,,,,E_IfRMDqTJOK=Pijlg5L7Ao,Female,,
10081202,👤 Epione,Agent,Epione,,wife of Asclepios,,,,,,,,,,,,,,,,,,,,Q2089459,,,,mPCNnxDuSt6jnyozENMP7Am,Female,,
10081192,👤 Echoiax,Agent,Echoiax,,one of Menelaos' soldiers,,,,,,,,,,,,,,,,,,,,Q91109417,,,,VJf52Y6pR7G=TGyIC_Yv1wD,Male,,
10081184,👤 Eurysaces,Agent,Eurysaces,,son of Telamonian Aias,,,,,,,,,,,,,,,,,,,,Q1378566,,,,OEHYcK4MTraORlxN783qhgR,Male,,
10056016,👤 Gortys (Cretan),Agent,Gortys,(Cretan),"eponym of Gortyna on Crete, sometimes the son of Tegeates",,,,,,,,,,,,,,,,,,,,Q61863067,,,,T2gMdSmwRh6_CJ_IUxMucQy,Male,,
10056013,👤 Gordios,Agent,Gordios,,father of Midas,,,,,,,,,,,,,,,,,,,,Q111655123,,https://www.trismegistos.org/name/3361,,QUyjE_yHRqGQQ_xfPLNLlQv,Male,,
10034943,👤 Azan (Arcadian),Agent,Azan,(Arcadian),"son of Arcas, eponym of Azania",,,,,,,,,,,,,,,,,,,,Q793560,,,,k0RP8xVDRD=mVjz_06lFeQS,Male,,
10034941,👤 Aphaia,Agent,Aphaia,,"goddess, identified with Britomartis and Dictynna",,,,,,,,,,,,,,,,,,,,Q618401,,,,mMrbQbfVSgyo1yAh5SEz3wb,Female,,
10034898,👤 Axion (Trojan),Agent,Axion,(Trojan),son of Priam,,,,,,,,,,,,,,,,,,,,Q55996294,,https://www.trismegistos.org/name/25140,,sSxNLs3PSfyf7AyIOJdeTgU,Male,,
10034897,👤 Anytos,Agent,Anytos,,a Titan,,,,,,,,,,,,,,,,,,,,Q614030,,https://www.trismegistos.org/name/48831,,I=BymTFJRr=O28RPzxClSQJ,Male,,
10034895,👤 Antinoe (d. of Pelias),Agent,Antinoe,(d. of Pelias),daughter of Pelias,,,,,,,,,,,,,,,,,,,,Q26690189,,,,GCGwSrOFTuK9t8d8L=_OOQJ,Female,,
10034860,👤 Alphios,Agent,Alphios,,one of Menelaos' soldiers,,,,,,,,,,,,,,,,,,,,Q91109425,,https://www.trismegistos.org/name/1898,,yUXEZQ0iTquvcinCXCygywB,Male,,
10034858,👤 Alope (Attic),Agent,Alope,(Attic),daughter of Cercyon,,,,,,,,,,,,,,,,,,,,Q657562,,,,P_3cOJIDRyi4spLLU82pGgg,Female,,
10034814,👤 Admetos (Trojan),Agent,Admetos,(Trojan),"son of Augeias, killed by Philoctetes",,,,,,,,,,,,,,,,,,,,Q91121089,,https://www.trismegistos.org/name/1724,,0h4_sRjwTgmJ2aBSBQ1aPQm,Male,,
9985073,👤 Polydoros (s. of Hecabe),Agent,Polydoros,(s. of Hecabe),son of Priam and Hecabe,,,,,,,,,,,,,,,,,,,,Q346634,,https://www.trismegistos.org/name/11726,,QxFQBg9FTa2XnciUZ2l46w1,Male,,
9960201,👤 Clymene (Nereid),Agent,Clymene,(Nereid),Nereid,,,,,,,,,,,,,,,,,,,,Q2344103,,https://www.trismegistos.org/name/47589,,J8sCk9pOS5OSBMKJYX9Smg6,Female,,
9960193,👤 Thaleia (Nereid),Agent,Thaleia,(Nereid),Nereid,,,,,Thalia,,,,,,,,,,,,,,,Q1241338,,https://www.trismegistos.org/name/9470,,WGL4mMNsRBy7cGnx99DBYgO,Female,,
9904561,👤 Hippomachos,Agent,Hippomachos,,killed by Leonteus at Troy,,,,,,,,,,,,,,,,,,,,Q3136168,,https://www.trismegistos.org/name/27949,,uEwrhudLQNO=pFC_z82H2AS,Male,,
9882075,👤 Ploutos,Agent,Ploutos,,personification of wealth,,,,,,,,,,,,,,,,,,,,Q205251,,https://www.trismegistos.org/name/5162,,V148901qTlO_talSAJ54nQO,Male,,
9881937,👤 Coon,Agent,Coon,,son of Antenor,,,,,,,,,,,,,,,,,,,,Q1173681,,https://www.trismegistos.org/name/19162,,uHNLVLtPR7SGdfvnFbr9_AJ,Male,,
9881920,👤 Iphidamas (Trojan),Agent,Iphidamas,(Trojan),"son of Antenor, killed by Agamemnon at Troy",,,,,,,,,,,,,,,,,,,,Q2497780,,https://www.trismegistos.org/name/49208,,a_8wpto7Qny1gp9yFvvJDQL,Male,,
9880179,👥 the Cabeiroi,Collective,the Cabeiroi,,obscure gods sometimes conflated with the Couretes etc,,,,,,,,,,,,,,,,,,,,Q940138,,,,OPp31OuxQ2uTeOGjxk33kg2,Male,,
9880179,👥 the Cabeiroi,Collective,the Cabeiroi,,obscure gods sometimes conflated with the Couretes etc,,,,,,,,,,,,,,,,,,,,Q940138,,,,Too51W_LRou2falOukYsiwa,Male,,
9880151,👤 Messene,Agent,Messene,,eponym of Messenia,,,,,,,,,,,,,,,,,,,,Q1924155,,https://www.trismegistos.org/name/49151,,H8Pg_jlsRd23igYVWVTw1Ax,Female,,
9878636,👤 Notos,Agent,Notos,,personification of the south wind,,,,,,,,,,,,,,,,,,,,Q903273,,,,43_hoEpkTOevv255Po=L=Qs,Male,,
9878612,👤 Tyche,Agent,Tyche,,"personification of fortune, luck",,,,,,,,,,,,,,,,,,,,Q213440,,https://www.trismegistos.org/name/12676,,tfeYqnlfRsCkG5tZzzhLZQX,Female,,
9878612,👤 Tyche,Agent,Tyche,,"personification of fortune, luck",,,,,,,,,,,,,,,,,,,,Q213440,,https://www.trismegistos.org/name/12676,,cURVdcVHQW=HxqlMqtHhJwn,Female,,
9878551,👤 Clymene (Oceanid I),Agent,Clymene,(Oceanid I),Oceanid mother of Prometheus and Epimetheus,,,,,,,,,,,,,,,,,,,,Q836792,,https://www.trismegistos.org/name/47589,,eJ_SSfZMSvGbrcLMRsO3=wn,Female,,
9878411,👤 Peneios (river god),Agent,Peneios,(river god),river god in Thessaly,,,,,,,,,,,,,,,,🌍 River Peneios (Thessaly),9720495,,,Q1364612,,https://www.trismegistos.org/name/43745,,nL4kVS=8SJaE1Jrtlpv4pgb,Male,,
9878385,👤 Maiandros (river god),Agent,Maiandros,(river god),river god,,,,,,,,,,,,,,,,🌍 River Maiandros (Caria),9688232,,,Q1787973,,,,FrGE6sMLSqKj7i7TkTgWFQO,Male,,
9878384,👤 Eridanos (river god),Agent,Eridanos,(river god),river god,,,,,,,,,,,,,,,,🌍 River Eridanos (unlocatable),8254012,,,Q1135146,,,,bwm_Q5jFTpKManHCUJImHw9,Male,,
9878383,👤 Alpheios (river god),Agent,Alpheios,(river god),river god and eponym of river,,,,,,,,,,,,,,,,🌍 River Alpheios (Peloponnese),8253985,,,Q911084,,https://www.trismegistos.org/name/1898,Alpheios,zaab5yjPSjK4VALdfk335w4,Male,,
9878276,👤 Doris (Nereid),Agent,Doris,(Nereid),Nereid,,,,,,,,,,,,,,,,,,,,Q12899696,,,,ewX2yfmqTJazPPvpcN8UMw8,Female,,
9878272,👤 Pasithea (Nereid),Agent,Pasithea,(Nereid),Nereid,,,,,,,,,,,,,,,,,,,,Q97649797,,,,d4BHJHGqQfKhkGBlp9M0DA6,Female,,
9878269,👤 Glauce (Nereid),Agent,Glauce,(Nereid),Nereid,,,,,,,,,,,,,,,,,,,,Q12900082,,https://www.trismegistos.org/name/3350,,v2e4m_9KQV2f0s_TjRFYiw7,Female,,
9878268,👤 Galene,Agent,Galene,,Nereid,,,,,,,,,,,,,,,,,,,,Q5518406,,,,JTA38ElNQd6aEAu1C=WWFwp,Female,,
9878266,👤 Ploto (Nereid),Agent,Ploto,(Nereid),Nereid,,,,,,,,,,,,,,,,,,,,Q97485552,,,,hvPsgBadTJu4E3dVI=Yldg5,Female,,
9878220,👤 Apate,Agent,Apate,,personification of deceit,,,,,,,,,,,,,,,,,,,,Q617977,,https://www.trismegistos.org/name/40082,,gAwLBZZwSbySH0Sx9wDlCg5,Female,,
