Object ID,Name,Entity type,Name,Minimal Disambiguation,Information,Name (transliteration),Name (Greek font),Name (Latinized),Name in Latin texts,Alternative names,Alternative name for,Alternative name for - Object ID,Possibly the same as,Possibly the same as - Object ID,Possibly same as,Possibly same as - Object ID,Rationalized form of,Rationalized form of - Object ID,Rationalized form,Rationalized form - Object ID,Personification of,Personification of - Object ID,Identified with the author,Identified with the author - Object ID,Wikidata,PALP,Trismegistos,LIMC headword,Digital LIMC,Gender,Part of,Part of - Object ID
9878217,👤 Momos,Agent,Momos,,"personification of blame, disgrace",,,,,,,,,,,,,,,,,,,,Q465518,,https://www.trismegistos.org/name/49162,,_5ZHybowShOxF5LYWNLZrAe,Male,,
9878212,👤 Thanatos,Agent,Thanatos,,personification of death,,,,Mors,,,,,,,,,,,,,,,,Q199647,,,,5_JmgP8eRIOTWvBtQoPK9QM,Male,,
9878189,👤 Pontos (personification),Agent,Pontos,(personification),personification of the sea,,,,,,,,,,,,,,,,,,,,Q190563,,https://www.trismegistos.org/name/11737,,QsDKIDP_R0ugfbBPrZTeawr,Male,,
9878186,👤 Aither,Agent,Aither,,personification of the upper air,,,,,Acmon,,,,,,,,,,,,,,,Q189175,,https://www.trismegistos.org/name/29752,,pxkubemdSmyf7O5ng67Qvwe,Male,,
9878186,👤 Aither,Agent,Aither,,personification of the upper air,,,,,Aether,,,,,,,,,,,,,,,Q189175,,https://www.trismegistos.org/name/29752,,pxkubemdSmyf7O5ng67Qvwe,Male,,
9819462,👤 Iphis (Trojan),Agent,Iphis,(Trojan),slave of Patroclos,,,,,,,,,,,,,,,,,,,,Q91126530,,https://www.trismegistos.org/name/43982,,Fgj2ii4gTzinPV8C5JRH1QH,Female,,
9746393,👤 Agenor (Trojan),Agent,Agenor,(Trojan),"Trojan fighter, son of Antenor",,,,,,,,,,,,,,,,,,,,Q2547185,,https://www.trismegistos.org/name/1789,Agenor II,ARX58ncJQzCm4Mwu0wWm0AL,Male,,
9746297,👤 Laodocos (Trojan II),Agent,Laodocos,(Trojan II),son of Antenor,,,,,,,,,,,,,,,,,,,,Q14601860,,,,V3R19B8uSMq=LzZuHdCC0gQ,Male,,
9721301,👤 Phaethon (s. of Helios),Agent,Phaethon,(s. of Helios),son of Helios,,,,,,,,,,,,,,,,,,,,Q203480,,https://www.trismegistos.org/name/46416,,ukZiQ50iTu6kRYL3_=i2QQD,Male,,
9721259,👤 Zephyr,Agent,Zephyr,,personification of the west wind,Zephyros,,,,,,,,,,,,,,,,,,,Q467515,,,,Ey3k_oaIT2GEceDWmwEcUgq,Male,,
9720440,👤 Clymene (Trojan),Agent,Clymene,(Trojan),slave of Helen,,,,,,,,,,,,,,,,,,,,Q4223631,,https://www.trismegistos.org/name/47589,,HDO3fWItQ6Srm2RZF4hhPAI,Female,,
9720411,👤 Helicaon,Agent,Helicaon,,son of Antenor,,,,,,,,,,,,,,,,,,,,Q2317917,,,,sitJgAkHSOKITQ4sZpdqiAG,Male,,
9717143,👤 Eurybates (Mycenaean),Agent,Eurybates,(Mycenaean),herald of Agamemnon at Troy,,,,,,,,,,,,,,,,,,,,Q2665082,,https://www.trismegistos.org/name/46360,,m2VI9B8qTsGQN4AVBfRoFAl,Male,,
9616087,👤 Salamis (eponym),Agent,Salamis,(eponym),daughter of Asopos,,,,,,,,,,,,,,,,,,,,Q2349443,,https://www.trismegistos.org/name/34133,,znuyKyP=RvaEtRLnUHPdpQr,Female,,
9615164,👤 Cedalion,Agent,Cedalion,,helps Orion when blinded,,,,,,,,,,,,,,,,,,,,Q2470563,,,,fSBS1rH6Q9mMoNzvgAYxegr,Male,,
9613863,👤 Merope (Corinthian),Agent,Merope,(Corinthian),wife of Creon,,,,,,,,,,,,,,,,,,,,Q1921955,,,,NRdkX6XCQhWwFZQOJC_pZQc,Female,,
9613063,👥 the Children of Niobe,Collective,the Children of Niobe,,children of Niobe and Amphion,,,,,the Niobids,,,,,,,,,,,,,,,Q2738502,,,,xRSYKistTJKL15P5Vgarugv,Undefined,,
9610219,👤 Pyrrha (Theban),Agent,Pyrrha,(Theban),"daughter of Creon, wife of Iphicles",,,,,,,,,,,,,,,,,,,,Q64073707,,https://www.trismegistos.org/name/5378,,JfIyYv5PRSiN_jVJyD8fdQw,Female,,
9605279,👤 Ladon (serpent),Agent,Ladon,(serpent),serpent guarding the Golden Apples,,,,,Dracon,,,,,,,,,,,,,,,Q274600,,https://www.trismegistos.org/name/25139,,q37DWzLhS4WifscZv4VbOwN,Undefined,,
9587654,👤 Danaos,Agent,Danaos,,father of the Danaids,,,Danaus,,,,,,,,,,,,,,,,,Q210883,,https://www.trismegistos.org/name/2690,,wMKe_7DxTLuKLqF5cok9EwJ,Male,,
9369048,👥 the Epigonoi,Collective,the Epigonoi,,Sack Thebes in the generation after the Seven,,,,,,,,,,,,,,,,,,,,Q780650,,,,Egu82ylKSqyLUSMi47_Odgr,Male,,
9356985,👥 the Seven against Thebes,Collective,the Seven against Thebes,,who attack Thebes from Argos,,,,,,,,,,,,,,,,,,,,Q3119061,,,,T=4BXssJT3O3WGuBzq0CWAW,Male,,
8254104,👤 Glaucos (Trojan I),Agent,Glaucos,(Trojan I),"son of Antenor and Theano, rescued by Odysseus from Troy",,,,,,,,,,,,,,,,,,,,Q1516141,,https://www.trismegistos.org/name/3346,,hlexo3axQZqkXnjtykZLugC,Male,,
8195647,👤 Adrastos (Argive I),Agent,Adrastos,(Argive I),"son of Talaos, one of Seven against Thebes",,,,,,,,,,,,,,,,,,,,Q223152,,https://www.trismegistos.org/name/1726,,wdx0qr6DRoynFlrzyiOU0Qi,Male,,
8194729,👤 Helios,Agent,Helios,,personification of the sun,,,,Sol,Hyperion,,,,,,,,,,,⭐ the Sun,11296144,,,Q134270,helios,https://www.trismegistos.org/name/9420,Helios/Sol,AIWjsBqLTmy97ki3EHtaMwx,Male,,
8194729,👤 Helios,Agent,Helios,,personification of the sun,,,,Sol,Hyperion,,,,,,,,,,,⭐ the Sun,11296144,,,Q134270,helios,https://www.trismegistos.org/name/9420,Helios/Sol,Fp=XutrxQpyIdVVIhZTVqgS,Male,,
8190325,👥 the Danaids,Collective,the Danaids,,daughters of Danaos,,,,,,,,,,,,,,,,,,,,Q724907,,,,gyV2PN59RGa5OzeUcogOhA9,Female,,
8190234,👤 Antiope (Amazon),Agent,Antiope,(Amazon),Amazonian wife of Theseus,,,,,Melanippe,,,,11296752,👤 Hippo (Amazon),11296752,,,,,,,,,Q580862,,https://www.trismegistos.org/name/49013,,mSXvWraWT0aSwujvW5H0iQi,Female,,
8190234,👤 Antiope (Amazon),Agent,Antiope,(Amazon),Amazonian wife of Theseus,,,,,Hippolyte,,,,11296752,👤 Hippo (Amazon),11296752,,,,,,,,,Q580862,,https://www.trismegistos.org/name/49013,,mSXvWraWT0aSwujvW5H0iQi,Female,,
8190234,👤 Antiope (Amazon),Agent,Antiope,(Amazon),Amazonian wife of Theseus,,,,,Glauce,,,,11296752,👤 Hippo (Amazon),11296752,,,,,,,,,Q580862,,https://www.trismegistos.org/name/49013,,mSXvWraWT0aSwujvW5H0iQi,Female,,
8190232,👥 the Amazons,Collective,the Amazons,,tribe of warrior women,,,,,,,,,,,,,,,,,,,,Q134154,amazon,,,YC=6xLoURtiXa70PzRCkmwL,Female,,
8190232,👥 the Amazons,Collective,the Amazons,,tribe of warrior women,,,,,,,,,,,,,,,,,,,,Q134154,amazon,,,pCnQUjyjTri76SnoZXrmogY,Female,,
8190206,👤 the Minotaur,Agent,the Minotaur,,killed by Theseus,,,,,,,,,,,,,,👤 Tauros (rat. Minotaur),10769665,,,,,Q129866,,,,6yqGpCcER0WNYg5Gh=WzFQ7,Male,,
8190182,👤 Oedipus,Agent,Oedipus,,son of Laios and Iocaste,Oidipous,,,,,,,,,,,,,,,,,,,Q130890,,,,7BDFQH8hQ0WN6g9r0lkudQW,Male,,
8190181,👤 Zeuxippe (Athenian),Agent,Zeuxippe,(Athenian),wife of Pandion,,,,,,,,,,,,,,,,,,,,Q1641282,,https://www.trismegistos.org/name/49103,,5Gm0n=ewTyCI=z=TC_ZfFQ_,Female,,
8190180,👤 Zethos,Agent,Zethos,,"son of Antiope, brother of Amphion",,,,,,,,,,,,,,,,,,,,Q196865,,https://www.trismegistos.org/name/6451,,yu61CddyR02rrNi8PxtaEQh,Male,,
8190177,👤 Xouthos (s. of Hellen),Agent,Xouthos,(s. of Hellen),,,,Xuthus,,,,,,,,,,,,,,,,,Q514746,,,,4tGxCZ3LSRCj9o4cuWnK4wP,Male,,
8190166,👤 Tyro,Agent,Tyro,,daughter of Salmoneus,,,,,,,,,,,,,,,,,,,,Q1126715,,,,jNOCDdABRxen0be6bOwPwgg,Female,,
8190161,👤 Tydeus,Agent,Tydeus,,one of the Seven against Thebes,,,,,,,,,,,,,,,,,,,,Q250506,,https://www.trismegistos.org/name/6342,,xCoV8_kGSAWwxwUKD0RRpwv,Male,,
8190157,👤 Troilos,Agent,Troilos,,son of Priam or Apollo and Hecabe,,,,,,,,,,,,,,,,,,,,Q867342,,https://www.trismegistos.org/name/6336,,iDah8Ds_R1SJp5UtbRvvugM,Male,,
8190155,👤 Triton (sea god),Agent,Triton,(sea god),minor sea god or gods,,,,,Tritons,,,,,,,,,,,,,,,Q148030,triton,,,5bkFtxU0RKmkEXecBWYLLgh,Male,,
8190154,👤 Triptolemos,Agent,Triptolemos,,"Eleusinian, spreader of agriculture",,,Triptolemus,,,,,,,,,,,,,,,,,Q269243,,https://www.trismegistos.org/name/23606,,m8=Gd44bTjehMe2vImd68QR,Male,,
8190147,👤 Tlepolemos (Rhodian),Agent,Tlepolemos,(Rhodian),"son of Heracles, leader of the Rhodian contingent at Troy",,,,,Tleptolemos,,,,,,,,,,,,,,,Q690613,,https://www.trismegistos.org/name/6290,,XC4B3eyMSqGu3wa=4AZ7tg1,Male,,
8190146,👤 Tityos,Agent,Tityos,,"earth-born giant, attempts to rape Leto",,,,,,,,,,,,,,,,,,,,Q656887,,,,e_JFRGAoTgyIDSzezUwEGAO,Male,,
8190145,👤 Tithonos (s. of Laomedon),Agent,Tithonos,(s. of Laomedon),"son of Laomedon, abducted by Eos",,,,,,,,,,,,,,,,,,,,Q737306,,https://www.trismegistos.org/name/46405,,YMrONgS5QG64UREbNybxFQf,Male,,
8190144,👥 the Titans,Collective,the Titans,,children of Ouranos and Ge,,,,,,,,,,,,,,,,,,,,Q45713,,,,mW=VQ1MfSY2_r2UUfW3N7wE,Undefined,,
8190138,👤 Timandra (Spartan),Agent,Timandra,(Spartan),daughter of Tyndareos,,,,,,,,,,,,,,,,,,,,Q3291388,,https://www.trismegistos.org/name/6255,,jBdL_yqqRXuw7ycQZm=BOwG,Female,,
8190134,👤 Thyestes (Mycenaean),Agent,Thyestes,(Mycenaean),son of Pelops,,,,,,,,,,,,,,,,,,,,Q622504,,https://www.trismegistos.org/name/46428,,7KDQBX68Q2e09DBjMT4_UQf,Male,,
8190130,👤 Thrasymedes (Pylian),Agent,Thrasymedes,(Pylian),Pylian fighter at Troy,,,,,,,,,,,,,,,,,,,,Q956906,,https://www.trismegistos.org/name/5584,,zeNkMcNaSyad5TWNYqW5nw7,Male,,
8190125,👤 Thoas (Lemnian),Agent,Thoas,(Lemnian),"son of Dionysos and Ariadne, father of Hypsipyle",,,,,,,,,,,,,,,,,,,,Q1230535,,https://www.trismegistos.org/name/5575,,SzN3pJBgS_aWmPBFUQcI9wz,Male,,
8190125,👤 Thoas (Lemnian),Agent,Thoas,(Lemnian),"son of Dionysos and Ariadne, father of Hypsipyle",,,,,,,,,,,,,,,,,,,,Q1230535,,https://www.trismegistos.org/name/5575,,28pxLzBOSQWkeMoPj=GKNwh,Male,,
8190123,👤 Thoas (Taurian),Agent,Thoas,(Taurian),king of the Taurians,,,,,,,,,,,,,,,,,,,,Q1246185,,https://www.trismegistos.org/name/5575,,OJL=HFUoSYWua2tNejwSQw_,Male,,
8190121,👤 Thetis,Agent,Thetis,,"Nereid, mother of Achilles",,,,,,,,,,,,,,,,,,,,Q184437,thetis,https://www.trismegistos.org/name/37627,,soBkw1pwRbeOnCqMF58cSwH,Female,,
8190120,👤 Thestios (Aitolian),Agent,Thestios,(Aitolian),"son of Ares or Agenor, father of Leda",,,,,,,,,,,,,,,,,,,,Q768822,,https://www.trismegistos.org/name/45617,,s2u7AUydSQK94zb=DsWFVgJ,Male,,
8190114,👤 Thersites,Agent,Thersites,,"Greek fighter at Troy, insults Agamemnon, son of Agrios",,,,,,,,,,,,,,,,,,,,Q1045730,,https://www.trismegistos.org/name/46282,,SjoF=MC8SXKxCA51N8MGCAm,Male,,
8190112,👤 Thersandros (epigonos),Agent,Thersandros,(epigonos),"son of Polyneices, one of the Epigonoi",,,Thersander,,,,,,,,,,,,,,,,,Q1289213,,https://www.trismegistos.org/name/5535,,k68QqVDaRdmgb5wkxDD6RAo,Male,,
8190103,👤 Thebe (Boiotian),Agent,Thebe,(Boiotian),"personification or eponym of Thebes, sometimes wife of Zethos",,,,,,,,,,,,,,,,🌍 Thebes (Boiotia),8253960,,,Q2416381,,,,HuUt1msTTuyOqKV2gX=naAQ,Female,,
8190101,👤 Theano (Trojan),Agent,Theano,(Trojan),wife of Antenor,,,,,,,,,,,,,,,,,,,,Q1154473,,https://www.trismegistos.org/name/5438,Theano I,BrL73IrERyGlAes1NVkq2g4,Female,,
8190097,👤 Thamyris,Agent,Thamyris,,"son of Philammon, blind musician",,,,,Thamyras,,,,,,,,,,,,,,,Q853014,,https://www.trismegistos.org/name/26662,,rNavkDT9T66phANhyEtz5gl,Male,,
8190092,👤 Teuthras (Mysian),Agent,Teuthras,(Mysian),king of Teuthrania,,,,,,,,,,,,,,,,,,,,Q1395752,,https://www.trismegistos.org/name/28526,,PJ5nHy9pQy22qrOTH9VuHAp,Male,,
8190089,👤 Teucros (Salamian),Agent,Teucros,(Salamian),son of Telamon and Hesione,,,,,,,,,,,,,,,,,,,,Q878184,,https://www.trismegistos.org/name/6213,,e4N=Hf9=SkmMZ7en9BBV2ge,Male,,
8190086,👤 Tereus,Agent,Tereus,,"son of Ares, husband of Procne",,,,,,,,,,,,,,,,,,,,Q1138506,,https://www.trismegistos.org/name/6194,,82BGiblmRuKG5RKom4oLngj,Male,,
8190083,👤 Tenes,Agent,Tenes,,son of Cycnos or Apollo,,,,,Tennes,,,,,,,,,,,,,,,Q426788,,,,BvorrHZFS0KRwP4XNfAKvQf,Male,,
8190077,👤 Telephos,Agent,Telephos,,"ruler of Mysia, shows the Greeks the way to Troy",,,Telephus,,,,,,,,,,,,,,,,,Q916442,,https://www.trismegistos.org/name/6235,,_j9pzikESGyJsPNa5stAowo,Male,,
8190074,👤 Telemachos,Agent,Telemachos,,son of Odysseus,,,,,,,,,,,,,,,,,,,,Q192482,,https://www.trismegistos.org/name/6228,,9PTpjwNoSLi5ViroBDtvhg9,Male,,
8190071,👤 Telegonos (s. of Odysseus),Agent,Telegonos,(s. of Odysseus),son of Odysseus,,,,,Teledamos,,,,,,,,,,,,,,,Q1333887,,https://www.trismegistos.org/name/49334,,c_QziswyT6qcBIF0r_1a9QG,Male,,
8190067,👤 Telamon (Salamian),Agent,Telamon,(Salamian),"father of Aias, Calydonian Boar hunter, Argonaut",,,,,,,,,,,,,,,,,,,,Q331327,,https://www.trismegistos.org/name/43772,,ltggjTmLRrWWqCnmmH06aQM,Male,,
8190066,👤 Teiresias,Agent,Teiresias,,Theban prophet,,,,Tiresias,,,,,,,,,,,,,,,,Q656881,,https://www.trismegistos.org/name/46156,,01cE2j0YSu=TnB3ccEbKFgC,Male,,
8190063,👤 Taygete,Agent,Taygete,,daughter of Atlas,,,,,,,,,,,,,,,,,,,,Q112001,,,,3tZoMF8OSHGOeoo36phEUQt,Female,,
8190057,👤 Tantalos (Lydian),Agent,Tantalos,(Lydian),"father of Pelops and Niobe, punished in the underworld",,,,,,,,,,,,,,,,,,,,Q182101,,https://www.trismegistos.org/name/6143,,SsbUcRpQTfi8p4gy0w_tCQ3,Male,,
8190056,👤 Talthybios,Agent,Talthybios,,Greek herald at Troy,,,,,,,,,,,,,,,,,,,,Q1367860,,https://www.trismegistos.org/name/24609,,9SMSKyZZRFGa22hkDOsa1Qs,Male,,
8190053,👤 Talos (Cretan I),Agent,Talos,(Cretan I),bronze guardian of Crete,,,,,,,,,10267378,👤 Talos (Cretan II),10267378,,,,,,,,,Q657174,,,,Hl5GytK0RhSgMjqZUoMzEAX,Male,,
8190049,👤 Syleus,Agent,Syleus,,man killed by Heracles,,,,,,,,,,,,,,,,,,,,Q532251,,,,0nFAP2ZvQXet10UGbaNAVAv,Male,,
8190047,👤 Styx (Oceanid),Agent,Styx,(Oceanid),"Oceanid, personification of river of the underworld",,,,,,,,,,,,,,,,🌍 River Styx (Underworld),8358903,,,Q542758,,,Styx,kNdkzXK6SjmT0HIz7ErWfQ3,Female,,
8190042,👤 Strymon (river god),Agent,Strymon,(river god),river god in Thrace,,,,,,,,,11299922,👤 Strymon (eponym),11299922,,,,,🌍 River Strymon (Thrace),8254009,,,Q3625559,,,,lU_Z42rmQV6Y3bFemxN0IAe,Male,,
8190031,👤 Sthenelos (Mycenaean),Agent,Sthenelos,(Mycenaean),son of Perseus,,,,,,,,,,,,,,,,,,,,Q1062299,,https://www.trismegistos.org/name/45730,,t8t0IDxjQ3yg_gcx6BsJSAG,Male,,
8190030,👤 Sthenelos (Argive),Agent,Sthenelos,(Argive),"son of Capaneus, leader of the Argos contingent at Troy",,,,,,,,,,,,,,,,,,,,Q1060267,,https://www.trismegistos.org/name/45730,,NEw1ss93RKiNiPclSRFl2ws,Male,,
8190027,👤 Sterope (Arcadian),Agent,Sterope,(Arcadian),daughter of Cepheus,,,,,,,,,,,,,,,,,,,,Q15849193,,https://www.trismegistos.org/name/49331,,Vp6i2utVSHKMBotblhYKwgf,Female,,
8190015,👤 Protesilaos,Agent,Protesilaos,,first Greek killed at Troy,,,,,,,,,,,,,,,,,,,,Q871361,,https://www.trismegistos.org/name/5302,,dlwgHctxTqiHehGeXUzSQwc,Male,,
8190013,👤 Staphylos (Argonaut),Agent,Staphylos,(Argonaut),Argonaut,,,,,,,,,,,,,,,,,,,,Q2332185,,https://www.trismegistos.org/name/5858,,QXOnlaRhSSC=mdQ110a8tA0,Male,,
8190012,👤 Sphinx,Agent,Sphinx,,monster that terrorises Thebes,,,,,,,,,,,,,,👤 Sphinx (rationalized),11296497,,,,,Q151480,sphinx,,,uum7tRtXTbu94UL_0fdWmwF,Female,,
8190008,👤 Speio,Agent,Speio,,Nereid,,,,,,,,,,,,,,,,,,,,Q1245790,,,,MSjiQRAIQJSS6qJWPydoJQj,Female,,
8190003,👤 Smyrna (m. of Adonis),Agent,Smyrna,(m. of Adonis),daughter of Theias,,,,,Myrrha,,,,,,,,,,,,,,,Q771366,,,,thRJJ84uQXSVb9=1gUsMDAl,Female,,
8190002,👤 Sisyphos,Agent,Sisyphos,,"son of Aiolos, king of Corinth, punished in the Underworld",,,,,,,,,,,,,,,,,,,,Q102561,,https://www.trismegistos.org/name/5783,,fHFnQUTuQJqf5Frcu4um9w6,Male,,
8190001,👥 the Sirens,Collective,the Sirens,,encountered by Odysseus,,,,,Sirenes,,,,,,,,,,,,,,,Q150986,,,,De=iSuO2QjCfthDSJnVEpAg,Female,,
8189999,👤 Sinon,Agent,Sinon,,Greek fighter at Troy,,,,,,,,,,,,,,,,,,,,Q663792,,,,gep165aYQa61KEPKqT2c=g6,Male,,
8189998,👤 Sinis,Agent,Sinis,,brigand killed by Theseus,,,,,Pityocamptes,,,,11306647,👤 Son of Polypemon (name unknown),11306647,,,,,,,,,Q843335,,,,N8RhmDUlS_ujG6czBujMMAW,Male,,
8189994,👤 Semele,Agent,Semele,,mother of Dionysos by Zeus,,,,,,,,,,,,,,,,,,,,Q776139,,https://www.trismegistos.org/name/17518,,BOQRxaqIQ2WivzXocwC6vwh,Female,,
8189993,👤 Selene,Agent,Selene,,personification of the moon,,,,Luna,,,,,,,,,,,,⭐ the Moon,11296143,,,Q131585,luna,https://www.trismegistos.org/name/5702,"Selene, Luna",h0YaojSxT1K5IqLB5JVYAg7,Female,,
8189993,👤 Selene,Agent,Selene,,personification of the moon,,,,Luna,,,,,,,,,,,,⭐ the Moon,11296143,,,Q131585,luna,https://www.trismegistos.org/name/5702,"Selene, Luna",QW4Xdu9cTv=njyN=2QlHtQ_,Female,,
8189992,👤 Seilenos,Agent,Seilenos,,attendant of Dionysos,,,,Silenus,Silenos,,,,,,,,,,,,,,,Q464091,,https://www.trismegistos.org/name/5757,,afU4o_pFQBSw16qI8_iSkgk,Male,,
8189992,👤 Seilenos,Agent,Seilenos,,attendant of Dionysos,,,,Silenus,Silenos,,,,,,,,,,,,,,,Q464091,,https://www.trismegistos.org/name/5757,,4LhqpIXOQ9OTto6qUxb0swh,Male,,
8189990,👤 Scylla (Megarian),Agent,Scylla,(Megarian),daughter of Nisos,,,,,Ciris,,,,,,,,,,,,,,,Q1415180,,,,iSLP4MWbQuizlo0Av3QqKwX,Female,,
8189989,👤 Scylla (sea monster),Agent,Scylla,(sea monster),,,,,,,,,,,,,,,,,,,,,Q193115,,,,EPN1QM1tSkG=r6bYhtbNiQG,Female,,
8189988,👤 Schoineus (f. of Atalante),Agent,Schoineus,(f. of Atalante),"Boiotian, eponym of Schoinos, father of Atalante",,,,,,,,,11305500,👤 Sphincius,11305500,,,,,,,,,Q2640491,,https://www.trismegistos.org/name/47056,,TSKKXDXURYq_YGgiiSpflAI,Male,,
8189987,👤 Schedios (Phocian I),Agent,Schedios,(Phocian I),"son of Iphitos, leader of the Phocian contingent at Troy",,,,,,,,,9882532,👤 Schedios (Phocian II),9882532,,,,,,,,,Q17282472,,,,VvQFO6k6TiymUZy4zINdxwd,Male,,
8189985,👤 Scamandros (river god),Agent,Scamandros,(river god),river god near Troy,,,,,,,,,11315344,👤 Scamandros (Cretan),11315344,,,,,🌍 River Scamandros (Troad),8195104,,,Q1134694,,https://www.trismegistos.org/name/5786,,L=g7gH3UTpKcmLKNm73Y0wU,Male,,
8189979,👤 Sarpedon (Lycian),Agent,Sarpedon,(Lycian),"son of Zeus and Europa or Laodameia, leader of the Lycia contingent at Troy",,,,,,,,,,,,,,,,,,,,Q917719,,https://www.trismegistos.org/name/5669,,FKpd_tQPSEmzz8NGRuoS8Ak,Male,,
8189978,👤 Sarapis,Agent,Sarapis,,a form of the syncretised Egyptian gods Osiris-Apis,,,,,Serapis,,,,,,,,,,,,,,,Q214554,,https://www.trismegistos.org/name/5661,,525efUyfRwuqItUASpm4DAr,Male,,
8189977,👤 Sao,Agent,Sao,,Nereid,,,,,,,,,,,,,,,,,,,,Q4408014,,,,3TVrbdrmRlSrUxIkdIsRyQg,Female,,
8189974,👤 Salmoneus,Agent,Salmoneus,,son of Aiolos,,,,,,,,,,,,,,,,,,,,Q1131643,,https://www.trismegistos.org/name/46967,,6WxYN9NEQFWh0_GidXFtPwc,Male,,
8189970,👤 Rhode (Rhodian),Agent,Rhode,(Rhodian),"daughter of Poseidon, wife of Helios",,,,,Rhodos,,,,,,,,,,,,,,,Q641286,,https://www.trismegistos.org/name/4708,,iBBsfHEWS5Oosc3OD=OVZw9,Female,,
8189967,👤 Rhadamanthys,Agent,Rhadamanthys,,son of Zeus and Europe,,,,,,,,,,,,,,,,,,,,Q193609,,,,WgblQOxgSFmdCpCEDS6saQ9,Male,,
8189960,👤 Pyraichmes,Agent,Pyraichmes,,leader of the Paionian contingent at Troy,,,,,,,,,,,,,,,,,,,,Q1199200,,,,6C=J3K1JSyiFJFtBgWM67Qr,Male,,
8189951,👤 Pylades,Agent,Pylades,,son of Strophios,,,,,,,,,,,,,,,,,,,,Q494886,,https://www.trismegistos.org/name/5356,,0q2jSUUnTCGGGOk8wsQj6QJ,Male,,
8189944,👤 Psamathe (Nereid),Agent,Psamathe,(Nereid),Nereid,,,,,,,,,,,,,,,,,,,,Q5623747,,,,rOZn3oAVQpSr6ScOs1ozzwo,Female,,
8189941,👤 Proto,Agent,Proto,,Nereid,,,,,,,,,,,,,,,,,,,,Q15711623,,https://www.trismegistos.org/name/17503,,KQcZ1eVVSs=kRsZ8cOsj2AY,Female,,
8189931,👤 Orchomenos (Arcadian),Agent,Orchomenos,(Arcadian),son of Lycaon,,,,,,,,,,,,,,,,,,,,Q21844796,,,,1kjqyNouRF227tl5KJkZMQT,Male,,
8189924,👤 Omphale,Agent,Omphale,,queen of Lydia,,,,,,,,,,,,,,,,,,,,Q486698,,,,aagpK6gmRYiwHVUaFFz60AY,Female,,
8189920,👤 Olympos (f. of Marsyas),Agent,Olympos,(f. of Marsyas),father or student of Marsyas,,,,,,,,,,,,,,,,,,,,Q290144,olympus,https://www.trismegistos.org/name/4650,,xBkoX9mRQQm3WGIu2iYyNA1,Male,,
8189915,👤 Oinopion,Agent,Oinopion,,"son of Dionysos and Ariadne, king of Chios",,,,,,,,,,,,,,,,,,,,Q937216,,,,UVeCOm7CSY6PnMA9g8ti2QD,Male,,
8189914,👤 Oinone (Trojan),Agent,Oinone,(Trojan),daughter of Cebren,,,,,,,,,,,,,,,,,,,,Q858671,,,,qBd_4enOQr=NhNsCbhCKkQG,Female,,
8189913,👤 Oinomaos (Elian),Agent,Oinomaos,(Elian),king of Pisa,,,,,,,,,,,,,,,,,,,,Q847890,,https://www.trismegistos.org/name/45848,,gzLWKGrkSDihBj_3KPkX0A4,Male,,
8189907,👤 Oicles,Agent,Oicles,,father of Amphiaraos,,,,,,,,,,,,,,,,,,,,Q1358973,,,,fSC2TX4eSnyPSz3mA4nPZg_,Male,,
8189905,👤 Oiax,Agent,Oiax,,son of Nauplios,,,,,,,,,,,,,,,,,,,,Q11291639,,https://www.trismegistos.org/name/4597,,y4tCS7YcRP=3vv21TIYaCQW,Male,,
8189902,👤 Odysseus,Agent,Odysseus,,"king of Ithaca, leader of the Cephallenian contingent at Troy",,,,Ulixes,Ulysses,,,,,,,,,,,,,,,Q47231,ulysses,https://www.trismegistos.org/name/10823,Odysseus,siasy72LSJ6BF164Rtw40w=,Male,,
8189902,👤 Odysseus,Agent,Odysseus,,"king of Ithaca, leader of the Cephallenian contingent at Troy",,,,Ulixes,Ulysses,,,,,,,,,,,,,,,Q47231,ulysses,https://www.trismegistos.org/name/10823,Odysseus,TU4Hi9akS4idYaBDbLfqiAc,Male,,
8189888,👤 Niobe (Theban),Agent,Niobe,(Theban),"daughter of Tantalos, wife of Amphion, transformed into stone",,,,,,,,,,,,,,,,,,,,Q213621,,https://www.trismegistos.org/name/46187,,15IFDhlETYWqBjWGPP7rbAC,Female,,
8189883,👤 Nicostratos,Agent,Nicostratos,,son of Menelaos,,,,,,,,,,,,,,,,,,,,Q1154304,,https://www.trismegistos.org/name/4322,,f1WPNdSGTpefY2wWTVW5Qg=,Male,,
8189878,👤 Nestor,Agent,Nestor,,"son of Neleus, leader of the Pylos contingent at Troy",,,,,,,,,,,,,,,,,,,,Q193267,,https://www.trismegistos.org/name/4268,,1C1NTxxGQram4TwTMtdRmQd,Male,,
8189877,👤 Nessos,Agent,Nessos,,centaur,,,,,,,,,,,,,,,,,,,,Q466866,nessus,https://www.trismegistos.org/name/41329,Nessos,8WdOvFHmQbKiIacuPz0WcA6,Male,,
8189874,👥 the Nereids,Collective,the Nereids,,daughters of Nereus,,,,,,,,,,,,,,,,,,,,Q54230,nereid,,,0S0vfjKzTe6FUqNeS_6Aawf,Female,,
8189871,👤 Neoptolemos,Agent,Neoptolemos,,son of Achilles,,,,,,,,,,,,,,,,,,,,Q322639,neoptolemus,https://www.trismegistos.org/name/4258,,MIoa5GxxR4OHsNlU=NeUAQC,Male,,
